.   01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99  
.  +---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
61 | 0  26  10  2  1  65  9  525  1  2  48  248  4  2  8694  1748  5  14858  2  2  15  68  1  20102  1  2  10005  25024  2024  5  2139  736  253  506  2  2  70840  1  1  1656  6  8  966  483  4  322  63250  12  552  1794  9660  391  3  14  3  5  920  7  5520  782  42320  1  2  13  2  4  2  5  27968  6  1  2  2  8  11270  2  15048  5  6  12  80  1  1  54  1  140  30  2  16  1  6  6  161  1  2  342  1  1  0 |
62 | 0  1  20  42  1  2  1  175  168  36288  1  1  8  352  1  1776  24  384  30  192  2  2368  44  11178  1  216000  15  4  3  15  3  6  1  2  6  2  3762  756  1  128  2592  918  810  207360  8  3000  4  4500  1980  64  648  2  2592  112  3312  5  3  4968  25200  306  1380  2592  2  13  90  2  3780  23310  152  7888  3  48  4  1  9  2  3  5  48600  6786  1998  2516  28  2  1  1  672  8  24  84  32  12600  1  84  243  1  160  10  0 |
63 | 0  1  40  14256  6380  1  32  1650  2  7128  2  4  1485  4  4400  1  132  4  4  4  4  2  6  1782  6  616  170352  8  352  330  660  4  4  6776  44  33930  4  1092  2  352  1248  6  24024  55  44  1560  5200  650  520  176  11  18096  6578  1092  9568  55  10816  286  88  9360  4  2  30888  3510  49140  2418  546  1872  6  988  2  2  396  108000  6  4  1056  5376  12  16  330  2  308  4  440  4  1  1  1400  14  10  2  1  1  42  2  1  357  0 |
64 | 0  27  10  2  1  4  4  7  1  2520  6  3  2  6  3240  1  1  1152  896  2  2  144  1408  1  1  42000  840  2448  312  1  3  6  1  1  96  16  64  26880  48  1  96  11040  792  720  32  960  104  112  48  3744  8  1296  5520  56  16  15120  624  15120  160  24  320  144  3240  104  144  2  23328  56  96  24  1  2  96  5376  408  188370  2  10  912  2  320  2  224  4  2  21760  12  640  4  1  11160  2940  1  4  42  3  8  15  0 |
65 | 0  1  240  4  8  12240  750  1  12  1  1  18414  1050  198  2  24  108  6  27  8  16  27  87318  1  9996  3  6  234  21  120  9  9  3168  2  17850  798  6  198  9072  216  192  23575  6  630  12  126  3024  588  54  42  864  153  18  3528  966  3  1092  9  12  27000  90  3  24  18900  1700  12  378  15  30240  798  18  7308  3570  672  32640  189  2  2  7200  360  1296  198  42  2  2160  84  18  21483  12  1836  14688  30  1104  1190  180  1  240  5  0 |
66 | 0  12  40  42  432  26  8  1  432  4  6460  62  18  74100  1  64  8100  12  4  5760  50  272  14256  760  200  2  8  53460  14  2160  11160  19200  5760  4  4  12  7296  2  4  48  71280  170  140  1080  16  15000  8  4500  1440  13860  2  2592  864  70  2  2  6  1040  2  2856  30360  2  2592  4  180  4  4  1530  108000  3828  48  2  4  2  24  8832  900  480  28  4  60  22  28  360  4  5280  12  620  8  5760  2  1  4  2  70  40  280  1584  0 |
67 | 0  3  1  6  1  65  1  6  4200  1  32  9  4  2  1800  400  5  1  8  2  58320  1  2  1  1440  210  2  1566  702  220864  6324  15  2176  1  8  2622  10  14280  736  40  6  8  16320  5440  1512  5  10200  12  50  1  2304  2  14076  644  10  75  30  7  28560  2  20  1  20  26  2  28644  20  5  3  1368  1  240  4  2448  50  2  37752  5  5  16  3456  2720  1  2  1  16  2  2  4  28  1  3150  1  1  1620  1  8  51  0 |
68 | 0  637  4522  560  252  1  1  1  20  280  672  7  70680  1  56  28  2400  1  4  84  116000  1  704  42  7  2800  13920  1240  15  14  5  53816  868  480  10  1140  180  110  7  128  7  17388  49  1736  3200  140  2100  168  80  112  8  5400  360  56  2760  40  3120  260  7  2040  200  5760  14  624  540  120  630  98  84  570  34200  272025  10  3720  510  2480  180  35  196  13224  5  56  2016  20  20  1  336  1  40  5580  1  294  306  1  56  1  1  1  0 |
69 | 0  4  1  12  2  2  72  4  2  2  2  15840  4  1188  2  576  10  162  72  182400  4  2  6  972  2  252  135  117  6  2  61200  27  760  108  8  1140  108  13328  216  2  216  72  4  1800  8  2400  480  24  2400  288  9  82824  6  126  9  45  54  13800  72  680  4  2  4860  2  36  27720  4  648  162  2  4  1296  144  4  21600  252  216  576  912  2755  2  2  7128  12  864  4  22272  990  378  306  960  2  2  4  28  1  8  204  0 |
70 | 0  1  40  2  1  1  12  1  72  1620  12  1  162  30160  960  1  3480  9  270  1152  12  12  1  1  9600  560  240  12  2340  47502  1  1360  112  356004  1700  798  180  3  62930  8556  18  24  6  3  12  12  10850  768  840  6  6048  4495  756  21  14973  160  2184  21  6  22475  1764  24304  2  832  1080  6  24  4  24360  96  6  1080  2  84  1020  2  24  768  29000  399  9  2  1  4320  1  72  1  4  4  7  1  18  6  15  14  2  2080  1  0 |
71 | 0  39  10  1008  7168  4  108  7  1  350  1  4  4  8  1  16  5  168  9  28  33600  3  1056  2  1040  1  10080  1092  3  14  1170  24  1  1  42  297920  1  14  351  3496  1  1326  364  2400  84  364  104  38000  40  2600  1  4256  24  21736  1  5880  23712  338  14  1020  2  5180  1080  91  2  4  192  4  6  72  3432  15120  56  2  42  448  2340  5  494  8512  320  352  1  4  24  4  4704  2  1  1  1  2205  306  1  56  20  4  10  0 |
72 | 0  2  20  2  648  1  2016  1  9240  90  20  486  90  792  1  8  150  1  23760  1  1  270  5  1  216  13300  2  90  3  18  1  82460  10  3080  10  1  384912  2916  5  176  1  144  13125  77  176  5  6720  266  10  5  54  1292  33  3430  22  108864  15  494  14580  10  72  2916  22  13230  6426  66  3192  75  216  4332  9  72  2  20  3230  10  2  2  5  1100  12960  121  462  2  1  3  1056  2  5780  189  192  5  1  2  84  1  2  1  0 |
73 | 0  1680  250  4  270  2  6000  10  1  2  1  1  810  1  49140  320  90  1  90  60  50  4165  88088  6292  600  5  2  40  2340  1  60  45  2640  4840  20  780  10  330  10  59202  2464  7590  35  420  900  210  65  1  100  960  5  11440  270  1  4554  25  2288  15  660  210  10  1584  1144  18876  2  20  22464  5720  855  15  660  1  80  1  6  30  30888  7644  190  2  1  15  1  60  45864  490  75  100  4  70  1  10  1  2  5616  8  12  20  0 |
74 | 0  13  1  42  1  1  12  1155  2  33750  4  36  9  4  1500  1  1440  3  60  2  2520  3  660  1  1  3  2700  4  184184  2300  3  2  6555  1  497250  1  4  726  45  2645  1  510  2070  1035  2760  1  1144  1  10  2  240  1870  3  55575  529  150  8775  14  1  462  27968  1  60  1650  396  11500  2  1150  6  1672  242  1  8  1  1  11550  4950  336  5  1200  1  1  2  1  840  1  1  1  56  1  2  3  2  1  1  364  4  5  0 |
75 | 0  1  120  6  24  1560  3168  3168  162  6  6  1  9240  1  6  288  18  2  90  71136  15  9  3  36  3  30  6  12  18  550  9  6  3  24  6  24  61560  3  22  88  352  4420  182  77  823680  11232  6240  4896  780  154  4160  6  13500  21  1380  3  9  3  3600  33  6  4320  6  1248  234  6  6  30  54  39672  3  18  6  11900  18  12  6  704  36  24  2  6  3  24  60  6  7128  12  1020  42  144  120  2  18  360  3  400  1  0 |
76 | 0  69  10  1  4  1  45  1  7392  1  2  2  4  7260  8  4  3  87584  15  736  2  1  6  1188  1  200100  16  4  1  2304  1  13224  154  1  2  2496  2755  1  1  1  704  7395  77  1740  580  11  1334  1  6960  1  6264  2  495144  812  1  220  768  6  2175  2  4  2001  44  1  198  4640  1008  544  6  1  21280  1440  8  2  12  6  8  2  84  8  13248  3  1  16560  8  1  759  2  340  4  1  2  20  1  14  1  1  1  0 |
77 | 0  1  2  18  1  2  3  1260  2  8  1  648  8  2002  24  16  3  1  4  60  4  24  18  18  1  1  4095  12  84  1  432  18  21120  4  72  1  8  1  48  133848  1  6864  280  49  2  12  24  672  90090  640  6  8  3432  2  12012  30  3  17424  495  420  15048  1  24  8  1440  14  16128  84  36  8  63  84  4  196  175  12  24  2  27360  2394  1  1  3  48  1  672  90  1  16  1  4  600  20592  840  1  2  1  544  0 |
78 | 0  26  50  28  1  390  1  1  3  320  2  1  12  2730  1  2  1  16  2  4  3920  850  39270  1  4  6  64  4550  91728  612  6  1  2  20475  2  10374  2  1  14976  80  1  2  210  1190  408  357  442  1  50400  3549  544  80  6  4368  10  2244  12  1  120  2  5586  1  4  1  16  4  4  3  2  54  1  1  2  910  50  4  8  2  5814  357  1  1320  9072  2  16  1  2  75  2040  1377  3  1  2  1  56  16  840  204  0 |
79 | 0  26  20  14  108  130  128  4  3840  2  1  8  288  2  96  16  40  12  8  16  4  2  6  2  2  66  2  16  48  2  2  2  2688  2  2  2  48  170940  2  4  2  2720  4  112  13860  2  16  576  480  2  792000  4  96  56  2  30100  72  2  8  144  3300  24  4  832  4  64  7680  192  288  2  2640  192  8  2  2  10000  320  4  1140  380  60  2  2  2  96  2  1  1  1224  136  40  2240  2  4  42  8  8  102  0 |
80 | 0  9  456  1  2  39  1  225  1  2  26600  1  4  2  4560  4  3  1  24  1  60  6  1  3240  95760  1  4  24  3120  100  6  6120  109440  1  6120  1140  2  1  1  48  2  2  12  20  5130  2850  4  240  3420  780  480  1  4860  7  2  1  3  1  8  2  4  1  8  1  8  29640  2  7  2  11020  1  1  2  1  30  2  28  25  6  1900  400  8  28  12  1  2  1  16  20  1377  40  1  102  1  190  1  76  5  0 |
81 | 0  3  396  4  1  9  2  825  6  1  2880  1  4  1  1  17920  30  330  315  176  2  198  14  69552  44  2240  6  1248  88  1  42  80910  522  33  14  1566  2610  1  42  3  1320  6  1  1568  2  6  168  528  6  1  33  1  66  1  25704  1  1  2496  22  113390  2  1890  88  1  132  22  14  3  21168  5220  2520  6  3584  336  240  2  88  2  5760  6  320  44  98  4050  2  1  54  2640  140  4  70  2  12  12  1  4  24  5  0 |
82 | 0  1  20  6  1224  1  1  3  408  8  64  1  1  24  2  160  1  2  27  2  86020  3  1  1  1  5  2  1274  4784  1564  1  84  1  1  3910  1  4  18  1  1  1  4998  6440  181890  4  1  12  96  1380  8  16779  8  3128  644  1  4  6  728  4  966  84  1  9315  1  4  2  4  140  3  12  2  21114  2  1  210  2  14960  20  6  2  560  1  28  714  6  3276  1  1  12  1  2  1  2  5  14  320  4  612  0 |
83 | 0  54  80  1152  2  4  1  240  2  8  96  2  1  4  2  40  20  1  144  2  2  16800  4  4  4  61250  4500  8  6  150  2  4000  4  8  65280  8  4  4  200  6  4  26880  2  140  24  60  8  2  12  8  10  36000  150  2  1600  8  48  2  8  22464  4  8  4  208  4  5400  4  5600  6  2  1650  2  4  9600  4224  8  4  2  224  4  4  48  2  2  96  28  8  40  8960  432  1  160  96  2  2  1  96  80  0 |
84 | 0  195  10  585  2  1690  975  195  2  12  585  1  1  6  48  9450  1  6  4680  4  1  9  1  6  3  1  4  108  1  143  156  9  546  18144  6  588  78  44770  201780  1  19140  2  364  1  4224  14  4  8316  2  6  1980  1  84  924  14  325  9  18  1  156  4  26  5940  910  4  2  2  364  1  756  3  6  882  1  3  2  8  47250  182  48  840  52  2352  4  104  1092  1260  2  1  1  12  1  1  147  84  1  16  5  0 |
85 | 0  78  120  42  162  2  1  1078  1  1  3  24  4950  36  1  4  78144  2  308  88  12  72  4  144  2  9324  26936  24  126  33  29008  222  6  1  444  12  1  4  2  2200  2  2  265188  1722  148  37  8  144  3330  1295  11  2  36  1036  2  17094  6  2886  67200  518  2220  148  1008  1  176  24  8  1  162  12  1  1848  2  308  6  2  2  1  10  144  2  352  1  8  72  24  770  1  280  1  240  12  4  10  14  3  1  15  0 |
86 | 0  1  4  126  2  780  108  1  4  12  4  1  324  1  1  144  1  120  12  4  14560  1  36  1890  2  38025  12  24  1  24  18  2  2  48  2  1  1540  12  9126  896  12  24  294  1365  4  12  4368  309166  12  6  6  36  3510  28080  28  6  9360  42  6  4  1520  14  12  12  24  336  196  60  18  108  18  1  96  2  108  72  2  1  624  12  6  1  5824  48  24  1014  1  1  1  504  2  1  18  2340  14  8  2  10  0 |
87 | 0  168  1  98  126  1320  63  14  9  84  18  140  2772  6  9  3  11136  1  24  264  1  6  18  84  3  3  36  19140  57120  6  3  126  14  3  696  17136  6  3  87  10880  3  24  462  3  6120  6  7344  6  28  201684  14  3  261  6  44  3  3  32640  3  6  42  88  580  1044  6  12672  6  2784  792  66  1008  3  6  9  84  6  1  2205  15  6  9  1  1  9  1  224  1  96  6  196  1  12  72  5  1  6  24  1  0 |
88 | 0  9  30  2  252  1  126  7  42  1  1  21  4  84  1  2  2640  4  2  4  4  9  84  462  2  2  792  4  1620  1  4  2  1  3300  2  44  77112  1496  15  544  2  880  2  1  1870  1904  4  660  14  210  7  1  4  1  28  21  462  1  1620  99  10200  11  60  14  2970  1815  60  165  630  1  1  2970  420  1  2  2835  8  70  5  8  1  3  1  24  19404  28  3  825  210  1  6  1  24  1  21  1  1  45  0 |
89 | 0  2  2  12  2  2  54  1  1  2  6  5  1  1  15  48  1  1  1  3  10  18  7  1  16  3  2  2160  64  15660  1  1  74240  1  2  1  144  1450  783  144  240  2  2  1512  2  2  192  1  2  1  1  2  7308  1  32  3480  24  1  1  6  2  2  96  1  32  2  2  6  192  2  25200  1  2  24  2160  2  21  2  5  48  5400  1870  3  1  2  3  8  30  1  1  1  4200  1  2  21  1  1  10  0 |
90 | 0  6  90  2  36  1  2  1  8  7776  12  1  1  6  4  1  60  1  90  1  1760  1  2  144  1  1  1  16  35  1  24  1  504  16  2  64  1  1  3  1  2  2  24  1  4  3  4  1  22800  1  228  112  11856  1064  1  2  1  1  8550  48  1368  2997  2  8  48  2  4  3  1596  342  1  1  2  1  1  10  8512  120  24  2  648  1  1  2  8  1  1  1  1  48  12  693  2  1  14  1  120  1  0 |
91 | 0  168  1  1  352  6  352  33  33  1  6  19712  512  1  154  56  9  84  352  42  1  2  42  32200  14  160  28  2  4200  3  66  2  1  2  352  6860  30240  22  1120  560  22  3  28  1960  192  3  1  6  88  12320  1  6  42  7  160  2100  42  21  1  1  42  3360  14  44  11424  2  84  9  6  1  1  2688  2  1344  66  1  1  1  60  140  66  1024  1  540  132  132  1  220  120  1  1  21  6  1  1  1  32  2  0 |
92 | 0  2  2  24  2  2  1  4  56  14  1  99  28  144  7  216  1  2  12  360  1  126  2  621  7  18  252  84  126  14  2  567  4  1  2  1  8  54  9  46956  162  252  315  45  14  1  1  1  16254  301  46  36  2  14  7  180  12348  135  368  1  8  27  4  2  108  8  2  1  2  1518  207  63  2  4347  1  8  924  90  1  1  21  1  28  1  1008  2  6  540  252  378  672  1  12  2  2  1  2  75  0 |
93 | 0  12  6  432  2  16  4  8  40  2  4  2  1  10  2  2  4  32  4  2  3000  1  8  1  1  1  16  1  192  2  1  12  18432  6  576  288  40  1  4  6  16  12  80640  1680  480  2400  24  16  2  576  4  2  72  5760  20  2  12  1080  2  11232  60  1  8  2  80  4  4  900  1  720  2  4  2160  144  4  1380  4  40  72  1  16  4  2  2  64  4  2  8  780  54  20  1  4  1  864  132  24  25  0 |
94 | 0  3  1  4  1  5  12  1  1  6  1  4  1  2  1  2  7200  585  2  8  2  2  1  540  2  4  1  16  1  450  1  12  1  4  1  2  1  4  1  1  1650  3  1  2  240  1125  20  1  22560  1  2  1  3680  1  2  1125  3  1  6  1  150  2  2100  1  4  24  1  2  3000  45  1  2  1  4  3600  2  240  2  10  2520  1  360  1  12  336  1  90  1  2  12  1  15  1  1  2  1  160  5  0 |
95 | 0  1  8  1  1  1  12  28  4  4  4  4  1  1  168  2  24  612  4  1  288  432  18  2  2016  1  16  864  4  17400  8  2  1  240  8  96  4  12  6  4  4  2  16  768  2  4  8  4  1900  2  4  12  4  1  4  700  225  2  2  450  250  2  4  4  32  840  16  48  6  2  180  9  1  4  1344  4  96  144  8  96  2  2  2  2  20  4  2  1056  2  16  72  2  12  81  1  1  24  4  0 |
96 | 0  1  1  1  24  30  18  3  1  1  360  3  72  6  10080  36  9  1  1  48  6  9  3  1  450  12  1  18  27  1  2970  180  6  3  12  120  10440  203  12  1  6  54  6  3  1827  30  315  1  1  1  240  3  1  1  1  4  270  3  4872  6  1  12  1  1  18  210  3712  9  36  270  1344  3  270  6  3  12  180  1  1  135  6  180  1  1  252  45  3  12  81  9  6  6  96  1  2  81  6  1  0 |
97 | 0  24  1  12  1  1  20  4  576  8  1  270  2  64  54  1  16  1700  4  1000  36  200  1  300  18  1  160  2  32  180  350  21576  1  1  12  4  290  8  8  16  1  180  144  1  1  12  1  1  1  504  8  32  2784  72  2  1  464  144  8  348  16  4  2  864  1000  50  2  16  108  2320  56  1  1  72  384  2  72  16  1  16  4  85  40  2  1  1  192  8  4  1  1  35  4  8  1  6  1  2  0 |
98 | 0  1  1  90  42  12  1  1  18  432  12  6  1  108  1  1  1  24  42  304  6  1  4  18  1  2  216  1  1  18  1  12  12  2  5610  32  66  1  1  108  2  12  36  1  24  36  1  60  54  1040  12  7425  6  6  30  3  1  18  224  6  891  24  264  6  32  990  64  1  2  18  1  1  36  30  1  720  6  1  1  36  120  1  1  840  12  12  6  12  1  1  1  2  1  150  1  1  1  4  0 |
99 | 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 |
.  +---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
